Sentence	initial_word	start_index	end_index	our_correction	gold_correction	ours_is_correct
Ho fatto un tirocinio presso Ditta X dal febbraio al giugno nel 2010 in Italia quando sono stata studentessa universitaria con borsa di erasmus a Città Y .	erasmus	136	143	Erasmo	Erasmus	n
Egregio/a Signore/a , in riferimento all' annuncio apparso sul Suo sito internet , desidero sottoporre la Sua attenzione la mia candidatura al posto d' assistante .	assistante	152	162	assistente	assistente	y
Secondo me ho tutti i requisiti richiesti per il lavoro : mi piace il mondo della moda , amo contattare con gli altri e sono gia lavorata per una azienda di moda .	gia	125	128	già	già 	n
Egregio Signore / Signora , Io ho letto nel giornale di Ec-unreadable-oca per cerchare a una assistente .	cerchare	78	86	cercare	cercare	y
Ho fatto l' eseme di maturita in 2004 .	eseme	12	17	esame	esame	y
Ho fatto l' eseme di maturita in 2004 .	maturita	21	29	maturità	maturità	y
Io ho frequentato alla facolta di scientifica .	facolta	23	30	facoltà	facoltà	y
Dopo ho finito l' Universita ho cercato lavoro in un' agenzia di viaggio .	Universita	18	28	università	Università	n
Tenere i contatti con i clienti non é difficile , perché parlo due lingua straniere .	é	36	37	è	è	y
Maria Rossi via Garibaldi 14 , Alassio , 19 ottobre 2011 17021 Alassio Centro culturale internazionale " Aggiungi un posto a tavola " via dei Mille 48 , 17021 Alassio (SV ) Gentili Signori , scrivo in risposta al Vostro annuncio aparso sul " Giornale di ieri " .	aparso	229	235	apparso	apparso	y
L' idea di cucinare e mangiare insieme a altre persone per conoscere altre culture e divertirsi mi piacce tantissimo !	piacce	99	105	piace	piace	y
Credo che sìa importante il fatto che sono vegetariana .	sìa	10	13	sia	sia	y
Mangio e preparo volentieri tutti tipi di cibo che sìano senza carne .	sìano	51	56	siano	siano	y
Per finire , mi piacerebbe se potete mandarmi alcune informazioni sul sitto e alloggio presso una famiglia italiana .	sitto	70	75	sito	sito	y
Sono nata e crescuta in Paese Y e durante il periodo della mia educazione , ho cominciato ad imparare due lingue - inglese e tedesco , e poi italiano .	crescuta	12	20	cresciuta	cresciuta	y
In scuola elementare e media , circa 16 anni , ho saputo tante cose riguardando la cultura è civilta di lingue nominate .	è	91	92	e	e	y
In scuola elementare e media , circa 16 anni , ho saputo tante cose riguardando la cultura è civilta di lingue nominate .	civilta	93	100	rivolta	civiltà	n
Imparando ogni giorno qualcosa nuovo , usando la lingua nelle situazioni diversi , dividendo le mie esperienze con gli altri compagni di classe , tutto questo contribuisce alla mia riccezza linguistica .	riccezza	181	189	ricchezza	ricchezza	y
Secondo me , studiare una lingua , rapresenta la grande sfida .	rapresenta	35	45	rappresenta	rappresenta	y
Percio l' anno prossimo mi piacerebbe andare in America .	Percio	0	6	Perciò	Perciò	y
Mi piace tanto viaggiare , alora conoscere altre lingue , per me , una cosa molto importane .	alora	27	32	allora	allora	y
Dipartimento di Linguistica Teorica e Applicata Universita degli Studi di Pavia Città X , 03 Dicembre 2011 Corso Strada Nuova , 65 27100 Pavia , Italia Gentile Signora Favati , Prima di tutto vorrei dire che io sono una ragazza verramente affascinata con le lingue straniere .	Universita	48	58	Università	Università 	n
Dipartimento di Linguistica Teorica e Applicata Universita degli Studi di Pavia Città X , 03 Dicembre 2011 Corso Strada Nuova , 65 27100 Pavia , Italia Gentile Signora Favati , Prima di tutto vorrei dire che io sono una ragazza verramente affascinata con le lingue straniere .	verramente	228	238	veramente	veramente	y
Purtroppo , nel mio paese non c' erano e anche oggi non ci sono tante opportunita per imparare una lingua straniera .	opportunita	70	81	opportunità	opportunità	y
Prima di tutto mi piaceva di essere in contatto con le persone che volevano verramente imparare la lingua .	verramente	76	86	veramente	veramente	y
Facevamo molti esercizi insieme , parlavamo , discutevamo sui diversi argumenti .	argumenti	70	79	argomenti	argomenti	y
Uso sempre lo stesso mettodo - praticare la lingua e fare il maggior numero degli esercizi possibili .	mettodo	21	28	metodo	metodo	y
Inizialmente , ho cominciato a studiare questa lingua perchè è obbligatoria nel mio paese , ma dopo , ho scoperto che mi piacciono le lingue straniere , e ho cominciato a studiare .	perchè	54	60	perché	perché	y
Veramente spero che , con l' impegno messo ad imparare bene l' italiano , adesso sia il momento per me di poter trovare un bel' lavoro .	bel'	123	127	bel	bel	y
Avevo preonotato le mie vacanze dopo avere letto il suo annuncio nell corriere del Ticino .	nell	65	69	nel	nel	y
Avevo preonotato le mie vacanze dopo avere letto il suo annuncio nell corriere del Ticino .	corriere	70	78	corriere	Corriere	n
I giorni trascorsi al suo Residence , non avevano niente in commune , con il suo annuncio nell corriere .	nell	90	94	nel	nel	y
I giorni trascorsi al suo Residence , non avevano niente in commune , con il suo annuncio nell corriere .	corriere	95	103	corriere	Corriere	n
Nell suo annuncio c' era scritto che si poteva fare dello sport .	Nell	0	4	Nel	Nel	y
I miei punti di forza sono benissime abilita interpersonali e senza problemi potrei convincere i possibili clienti a comprare i nostri prodotti .	abilita	37	44	abilità	abilità	y
Inoltre , sono un' utente esperto dei programmi informatici per la gestione del personale .	un'	15	18	un	un	y
Vorrei andare al' università di legge .	al'	14	17	all'	all'	y
Allora devo studiare lingue straniere per punti e perchè vorrei lavorare all' estero anche .	perchè	50	56	perché	perché	y
Ho studiato englese per 6 anni e ho scritto un test lingua e anche un' esame di maturita .	maturita	80	88	maturità	maturità	y
In dicembre andavo anch' io sulle chat , per conoscere nuova gente e anche ciacchierare , ma io non vivevo per questi ragazzi , e non dedicavo ogni giorno .	ciacchierare	75	87	chiacchierare	chiaccierare	n
Perchè hai detto basta , e hai cancellato dal cellulare tutti i numeri , e perchè hai rotto i contatti con tutti ?	Perchè	0	6	Perché	Perché	y
Perchè hai detto basta , e hai cancellato dal cellulare tutti i numeri , e perchè hai rotto i contatti con tutti ?	perchè	75	81	perché	perché	y
Secondo me i tuoi amici perdonano e non ti chiedono più perchè non ti faccio più sentire .	perchè	56	62	perché	perché	y
Invece andavo anche sulle chat , perchè è possibile conoscere nuova gente gentile .	perchè	33	39	perché	perché	y
Ti baccio , aspetto la tua risposta Maria Rossi Strada Maggiore numero 2 Città X 1234	baccio	3	9	faccio	bacio	n
Per esempio puoi baccare un virus , e questo è una cosa cattiva .	baccare	17	24	beccare	bacare	n
Finalmente , se mi asolti , non fare amicizie sul Internet , perchè penso che queste amicizie virtuali non sono rapporti veri .	asolti	19	25	ascolti	ascolti	y
Finalmente , se mi asolti , non fare amicizie sul Internet , perchè penso che queste amicizie virtuali non sono rapporti veri .	perchè	61	67	perché	perché	y
Un baccio Maria Rossi	baccio	3	9	bacio	bacio	y
Dipartimento Teorica e Applicata Universita degli Studi di Parma Corso Strada Nuova 65 27100 Parma Italia 22.01.2012	Universita	33	43	Università	Università	y
Città X Spettabile Singora Favati , Con riferimento al Sua " lettera " publicata desidero sottoporre la Sua attenzione la mia risposta che e -unreadable-i miei argomento .	Singora	19	26	singola	Signora	n
Città X Spettabile Singora Favati , Con riferimento al Sua " lettera " publicata desidero sottoporre la Sua attenzione la mia risposta che e -unreadable-i miei argomento .	publicata	71	80	pubblicato	pubblicata	n
Pero sono solo 16 anni questo mese la fatto la -unreadable - la una cita .	Pero	0	4	Pero	Però	n
Pero sono solo 16 anni questo mese la fatto la -unreadable - la una cita .	cita	68	72	vita	città	n
Mi piacerebbe continuare la communicazione dal questo thema .	communicazione	28	42	comunicazione	comunicazione	y
Mi piacerebbe continuare la communicazione dal questo thema .	thema	54	59	tema	tema	y
Dopo quattro anni ho fatto un' esame di lingua d' italiano .	un'	27	30	un	un	y
Nel mio paese la lingua italiana è una lingua cercata perchè non si parlano tanti personi .	perchè	54	60	perché	perché	y
' Lettere Personali ' del giornale Strada Maggiore 1234 Settimana Giovani Città X via Crispi , 119 , 80127 Caserta Cara Giorgio , Ho letto il tuo messeggio sul Internet .	messeggio	146	155	messaggio	messaggio	y
Dipartimento di Linguistica Teorica Città X e Applicata , Universita degli Studi Strada Maggiore 45 di Pavia , Corso Strada Nuova , 65 1234 Paese X 27100 Pavia , Italia Cara Gabriella Favati , permettimi di presentarmi , mi chiamo Rossi Michele , ho 25 anni , sono di Città X .	Universita	58	68	Università	Università	y
Io ho studiato due lingue antiche all' universita di Città Y .	universita	39	49	Università	università	n
Ma vorrei imparare il russo perchè la sua grammatica non è diversa della latina e la mia pronuncia è splendida però quali persone quali lingue .	perchè	28	34	perché	perché	y
Leggendo il Suo l' avviso , sono stata tanto felice , perchè il mio sogno è sempre stato di imparare la lingua tedesca .	perchè	54	60	perché	perché	y
Rossi Maria Strada Maggiore 14 Città X Paese X ALI - Agenzia Lavoro Interinale Via Dante Alighieri 40 I - 42010 Reggio Emilia Italia Città X , 03/03/2012 Spettabile Agenzia Lavoro Interinale , mi rivolgo a Voi , perchè ho letto il Vostro annuncio in Internet e vorrei scrivere alcune informazione su questo posto di lavoro .	perchè	212	218	perché	perché	y
Vorrei lavorare in Vostro azienda , perchè ho qualche esperienza lavorativa e ho una ottima conoscenza di pacchetto Office .	perchè	36	42	perché	perché	y
Ma prima di tutto vorrei ricevere alcune informazione su gli orari di lavoro .	su	54	56	se	sugli	n
Ma prima di tutto vorrei ricevere alcune informazione su gli orari di lavoro .	gli	57	60	gli	sugli	n
Ho già lavorato per un' azienda come il suo e mi è piaciuta molto perchè potevo fare che mi piace .	perchè	66	72	perché	perché	y
Ma mi è piaciuto molto a lavorarci , perchè tutti erano carini , ho avuto buono contatto con il mio capo e con in colleghi .	perchè	37	43	perché	perché	y
Se non è problema avrei alcune domande , per esempio quando devo comminiciare per la Vostra azienda .	comminiciare	65	77	cominciare	cominicare	n
Michele Rossi ALI Strada Maggiore 27/b VIA DANTE ALIGHIERI 1234 Città X I - 42010 Reggio Emilia Paese X Italia Egregia ALI , Io sono Michele Rossi , ho studiato sull' Università Chattolica Università X a Città X sulle -unreadable - storia , storia dell' arte e pedagogia .	Chattolica	178	188	cattolica	Cattolica	n
Io sono il perfetto uomo per questo posto di lavoro , perché la mia personalita e la mia esperienza è ottimo per fare questo lavoro .	personalita	68	79	personalità	personalità	y
Nella Galleria organizzavo programmi e manifestazione , cosi communicavo moltissimamente con i clienti e anche con -unreadable - della Galleria .	cosi	56	60	così	così	y
Nella Galleria organizzavo programmi e manifestazione , cosi communicavo moltissimamente con i clienti e anche con -unreadable - della Galleria .	communicavo	61	72	comunicato	comunicavo	n
Ho già una minima esperienza nel settore perchè tutte l' estate ho lavorato in una grande agenzia come una assistente .	perchè	41	47	perché	perché	y
Vorrei qualce informazioni orario di lavoro .	qualce	7	13	qualche	qualche	y
Mi piace molto questo lavoro e penso che io posso tenere i contatti con i clienti e so come posso utilizzare i programmi informatici , perchè nella mia scuola ho avuto due lezione informatiche durante una settimana .	perchè	135	141	perché	perché	y
Vi prego di informarmi della data precisa degli incontri , perchè devo prenotare i biglitti del aereo .	perchè	59	65	perché	perché	y
Vi prego di informarmi della data precisa degli incontri , perchè devo prenotare i biglitti del aereo .	biglitti	83	91	biglietti	biglietti	y
É vero che c' è grande distanza tra la mia casa e vostro centro , ma sono innamorata di cucinare e dell' Italia e volentieri visito la Vostra paese ed i miei amici italiani .	É	0	1	D	È	n
Anche , io sono un cuoco della ristorante " Tacchino Farcitto " , e penso di portare ricetti , o almeno un piccolo pezzo di abitudine d' alimentazione dell' altri paese .	Farcitto	53	61	fritto	Farcito	n
Perchè , se è un' altra persona d Paese X , non andrò .	Perchè	0	6	Perché	Perché	y
Perchè secondo me sono abituato ai requisti richiesti .	Perchè	0	6	Perché	Perché	y
Per esempio anche nel passato quando ero stagista in Città X , sempre facevo amicizie con i clinti , anzi anche adesso parlo con alcuni di loro .	clinti	92	98	clienti	clienti	y
Altro motivo per cui vorrei lavorare da Loro il fatto che da piccolo volevo essere stagista cioè ho studiato anche all' universita per essere questo .	universita	120	130	università	università	y
Ho una completta conoscenza dei affari economici , avendo ripetutamente lavorato in Italia .	completta	7	16	completa	completa	y
Quest' anno faccio l' esame di maturità e dopo vorrei andare all' univerista per studiare giornalismo di moda .	univerista	66	76	università	università	y
Una altra passione mia e la creatività e questo è un altro motivo per cui desiderò lavorare per Giorgio Armani moda nel mio tempo libero .	e	23	24	e	è	n
Il manager del " Residencie del Lago " Ticino Italia Il soggiorno terribilissimo Buongiorno signore e signori , Una settimana fa ho visitato il vostro residence con la mia famiglia per sette giorni .	Residencie	17	27	Residence	Residence	y
Il manager del " Residencie del Lago " Ticino Italia Il soggiorno terribilissimo Buongiorno signore e signori , Una settimana fa ho visitato il vostro residence con la mia famiglia per sette giorni .	Una	112	115	Una	una	n
Avevo deciso di trascorrere mio soggiorno nel vostro residenc dopo avevo letto tuo annuncio .	residenc	53	61	residenza	residence	n
La realtà ha mostrato che ne l' aria condizionata ha funzionato ne i campi da tenni erano pronti da viene usati .	ne	26	28	se	né	n
La realtà ha mostrato che ne l' aria condizionata ha funzionato ne i campi da tenni erano pronti da viene usati .	ne	64	66	e	né	n
La realtà ha mostrato che ne l' aria condizionata ha funzionato ne i campi da tenni erano pronti da viene usati .	tenni	78	83	tennis	tennis	y
Al momento frequento il liceo in Città Y e quest anno finirà la scuola con la maturità .	quest	43	48	quest	quest'	n
Ho tempo durante tutto il Maggio fin a Ottobre e posso cominciare subito a lavorare .	Maggio	26	32	saggio	maggio	n
Ho tempo durante tutto il Maggio fin a Ottobre e posso cominciare subito a lavorare .	Ottobre	39	46	ottobre	ottobre	y
Mi piace molto la moda di Giorgio Armani è ho fatto una formazione professionale .	è	41	42	e	e	y
IN ANZZI TUTTO VOREI DIRE CHE SONO INTERESATA E POTREI DARE IL MIO AIUTO , a CASA HO TANTE COSE COME VESTITI , SCARPE , BORSE E ECC .	VOREI	15	20	RAI	VORREI	n
