Sentence	initial_word	start_index	end_index	our_correction	gold_correction	ours_is_correct
Nach meiner Ausbildung als Bureau Kauffrau lerne ich Deutsch in der VHS Stadt X. Ich beherrsche Französisch und Englisch schriftlich und mundlich und bin ich ganz sicher , nachdem ich ein Praktikum bei Ihnen absolviert , werde ich auch Deutsche Sprache in meinem Beruf zählen .	Deutsche	236	244	deutsche	deutsche	y
Sehr geehrter Damen und Herren , Ich habe Ihnen Anzeige über die Vertriebspraktikum gesucht gelesen .	Ich	33	36	Ich	ich	n
Ich bin Architekturstudenten und auf diesemn Grund interessiere mich viel dieses Praktikum .	diesemn	37	44	diesem	diesem	y
Ich meine , dass für mich eine wunderware Erfahrung wäre , wenn ich an dieser Firma teilnehmen könnte .	wunderware	31	41	wunderbare	wunderbare	y
Auf jeden fall möchte ich nur wissen , wie viele Geld verdiene ich und wie viele Stunden müsste ich pro Woche arbeiten .	fall	10	14	Fall	Fall	y
Stefan Meier Zentralplatz 12 12345 , Stadt X. Computer-Spezialist odenwaldstraße 5 , 53119 Bonn .	odenwaldstraße	66	80	Leopoldstraße	Odenwaldstraße	n
Übrigens erfahrung , habe ich schon bei SIEMENS in Stadt X ein praktikum von ein monat gemacht , deshalb , hatte ich möglichkeit für meine Kenntnisse zu beherschen : Leistungsbereitschaft und Kommunikationsfähigkeit .	erfahrung	9	18	Erfahrung	Erfahrung	y
Übrigens erfahrung , habe ich schon bei SIEMENS in Stadt X ein praktikum von ein monat gemacht , deshalb , hatte ich möglichkeit für meine Kenntnisse zu beherschen : Leistungsbereitschaft und Kommunikationsfähigkeit .	praktikum	63	72	Praktikum	Praktikum	y
Übrigens erfahrung , habe ich schon bei SIEMENS in Stadt X ein praktikum von ein monat gemacht , deshalb , hatte ich möglichkeit für meine Kenntnisse zu beherschen : Leistungsbereitschaft und Kommunikationsfähigkeit .	monat	81	86	Monat	Monat	y
Übrigens erfahrung , habe ich schon bei SIEMENS in Stadt X ein praktikum von ein monat gemacht , deshalb , hatte ich möglichkeit für meine Kenntnisse zu beherschen : Leistungsbereitschaft und Kommunikationsfähigkeit .	möglichkeit	117	128	Möglichkeiten	Möglichkeit	n
Übrigens erfahrung , habe ich schon bei SIEMENS in Stadt X ein praktikum von ein monat gemacht , deshalb , hatte ich möglichkeit für meine Kenntnisse zu beherschen : Leistungsbereitschaft und Kommunikationsfähigkeit .	beherschen	153	163	beherrschen	beherrschen	y
Mein ziel ist Kundenkontakt zu beherschen .	ziel	5	9	Ziel	Ziel	y
Mein ziel ist Kundenkontakt zu beherschen .	beherschen	31	41	beherrschen	beherrschen	y
Ab september 2010 , kann ich bei Ihnen anfange .	september	3	12	September	September	y
Für eine Vorstellungsgespräach , würde ich seh erfreut .	Vorstellungsgespräach	9	30	Versöhnungsgespräch	Vorstellungsgespräch	n
Für eine Vorstellungsgespräach , würde ich seh erfreut .	seh	43	46	sehr	sehr	y
Mit freundlichen Grüssen Meier Stefan Unterlagen : - Lebenslauf mit Foto .	Grüssen	17	24	Grüßen	Grüßen	y
- Bescheinigum	Bescheinigum	2	14	Bescheinigung	Bescheinigung	y
Maria Müller Bahnhofsstraße 12 21-321 Stadt X Stadt X , den 12 März , 2010 Computer-Spezialist Odenwaldstraße 5 53119 Bonn Sehr geehrte Damen und Herren , im Folgenden sende ich Ihnen die gewünscht Begrundung für meine Bewerbung .	Begrundung	198	208	Begründung	Begründung	y
Ich habe mich schön immer für Informatik interessiert .	schön	14	19	schon	schon	y
Jetzt will ich ein erforgleicher IT-Systemkauffrau werden und deswegen will ich diesen Praktikum machen , um mehr Erfahrung zu haben um mein Träum zu erfühlen .	erforgleicher	19	32	erfolgreiches	erfolgreicher	n
Von diesem Praktikum erwarte ich viel über Verkaufs Metoden zu lernen und über die elektronischer Datenverarbeitung zu erfahren .	Verkaufs	43	51	Verkauf	Verkaufsmethoden	n
Von diesem Praktikum erwarte ich viel über Verkaufs Metoden zu lernen und über die elektronischer Datenverarbeitung zu erfahren .	Metoden	52	59	Methode	Verkaufsmethoden	n
Ich bin bereit schon mit der Arbeit anzufangen aber habe ich noch ein paar fragen über der Arbeits Stunden und Arbeitszeit .	fragen	75	81	Fragen	Fragen	y
Ich bin bereit schon mit der Arbeit anzufangen aber habe ich noch ein paar fragen über der Arbeits Stunden und Arbeitszeit .	Arbeits	91	98	Arbeit	Arbeitsstunden	n
Ich bin bereit schon mit der Arbeit anzufangen aber habe ich noch ein paar fragen über der Arbeits Stunden und Arbeitszeit .	Stunden	99	106	Stunden	Arbeitsstunden	n
Ich warte auf Ihren antwort Mit freundlichen Grüßen , Julia Schmidt	antwort	20	27	Antwort	Antwort	y
Friedrich Meier 22.03.2010 Stadt X 111 Deutschland An : COMPUTER-SPEZIALIST Odenwaldstraße 5 Sehr geehrte Damen u. Herren , Ich habe mich mit ihrer Anzeige in XXX bekanntgemacht und würde mich gerne für die Vertriebspraktikant Stelle bewerben .	Ich	124	127	Ich	ich	n
Friedrich Meier 22.03.2010 Stadt X 111 Deutschland An : COMPUTER-SPEZIALIST Odenwaldstraße 5 Sehr geehrte Damen u. Herren , Ich habe mich mit ihrer Anzeige in XXX bekanntgemacht und würde mich gerne für die Vertriebspraktikant Stelle bewerben .	Vertriebspraktikant	207	226	Vertretbarkeit	Vertriebspraktikantenstelle	n
Friedrich Meier 22.03.2010 Stadt X 111 Deutschland An : COMPUTER-SPEZIALIST Odenwaldstraße 5 Sehr geehrte Damen u. Herren , Ich habe mich mit ihrer Anzeige in XXX bekanntgemacht und würde mich gerne für die Vertriebspraktikant Stelle bewerben .	Stelle	227	233	Stelle	Vertriebspraktikantenstelle	n
Ich habe schon die passende Vorkenntnisse in Informatik und würde diese gerne durch eine entsprechende Ausbildung zum IT Systemkaufmann ausbauen .	IT	118	120	IT	IT-Systemkaufmann	n
Ich habe schon die passende Vorkenntnisse in Informatik und würde diese gerne durch eine entsprechende Ausbildung zum IT Systemkaufmann ausbauen .	Systemkaufmann	121	135	Systematiken	IT-Systemkaufmann	n
Ich hoffe das Praktikum wird bestes Wissen über die modernste IT Systeme gewährleisten und wird mir erlauben Systemkaufmannskenntnisse in 2 Jahre erwerben .	IT	62	64	IT	IT-Systeme	n
Ich hoffe das Praktikum wird bestes Wissen über die modernste IT Systeme gewährleisten und wird mir erlauben Systemkaufmannskenntnisse in 2 Jahre erwerben .	Systeme	65	72	Systeme	IT-Systeme	n
Was betrift Details - Ich kann schon am kommenden Montag beginnen .	betrift	4	11	betrifft	betrifft	y
Ich bitte um Berücksichtigung daß als minderjährige dürfte ich nicht länger als 6 Stunden pro Tag arbeiten ( was entspricht 30 Stunden pro Woche ) .	daß	30	33	das	dass	n
Ich bitte um Berücksichtigung daß als minderjährige dürfte ich nicht länger als 6 Stunden pro Tag arbeiten ( was entspricht 30 Stunden pro Woche ) .	minderjährige	38	51	minderjähriger	Minderjährige	n
Juni 2005 ComputerGesellschaft Odenwaldstraße 5 53119 Bonn Bewerbung um den Praktikumsplatz Sehr geehrte Damen und Herren , von Ihrer Anzeige , die in der ITZeitschrift veröffentlicht wurde , habe ich erfaren , dass Sie den Studenten der Informatikrichtung eine Möglichkeit geben ein Praktikum in Ihrer Firma zu absolvieren .	erfaren	201	208	erfahren	erfahren	y
Maria Schmidt Addresse Computer Spezialist Odenwaldstraße 5 .	Addresse	14	22	Adresse	Adresse	y
53119 Bonn Stadt X , 22.03.2010 Betr. : Bewerbung um ein Praktikum als IT-System Kauffrau .	IT-System	71	80	System	IT-Systemkauffrau	n
53119 Bonn Stadt X , 22.03.2010 Betr. : Bewerbung um ein Praktikum als IT-System Kauffrau .	Kauffrau	81	89	auftrat	IT-Systemkauffrau	n
Sehr geehrte Damen und Herren , im Montag ´s Morgen Post , habe ich Ihre Anziege für Vertriebspraktikant gelesen .	Anziege	73	80	Anzeige	Anzeige	y
Ich bewerbe mich dafür zum einen praktikumsplatz bei Ihren Firma , als IT-Systemkauffrau .	praktikumsplatz	33	48	Praktikums	Praktikumsplatz	n
Ich habe auch gut Kenntniss im Deutsch und Franzözich .	Franzözich	43	53	französisch	Französisch	n
Ich arbeite gern in Team , weil die Zusammenarbeit macht mir viel spaß .	spaß	66	70	Spaß	Spaß	y
Bei der Uni war ich Präsident der Informatik-Club , und habt viele Projecte gefuhrt .	Projecte	67	75	Projekte	Projekte	y
Bei der Uni war ich Präsident der Informatik-Club , und habt viele Projecte gefuhrt .	gefuhrt	76	83	geführt	geführt	y
Ich kann auch gut selb-standig arbeiten , und habe viel Websites selbst-aufgebaut .	selb-standig	18	30	selbständig	selbstständig	n
Ich kann auch gut selb-standig arbeiten , und habe viel Websites selbst-aufgebaut .	selbst-aufgebaut	65	81	selbstgebaut	selbst aufgebaut	n
Es war schön immer meine großer Wunsche in einer berühmte deutsche Firma als Prakikantin tätig zu sein .	schön	7	12	schon	schon	y
Ich wollte auch mein deutsch verbessern und prakticher Erpharung mit die deutsche Culture sammeln .	deutsch	21	28	deutlich	Deutsch	n
Ich wollte auch mein deutsch verbessern und prakticher Erpharung mit die deutsche Culture sammeln .	prakticher	44	54	praktische	praktische	y
Ich wollte auch mein deutsch verbessern und prakticher Erpharung mit die deutsche Culture sammeln .	Erpharung	55	64	Erfahrung	Erfahrung	y
Ich kann am anfang Juli einer Praktikum antretten .	anfang	12	18	Anfang	Anfang	y
Ich kann am anfang Juli einer Praktikum antretten .	antretten	40	49	antreten	antreten	y
Ich freue mich um Ihrer Angebot und die Moglichkeit für ein Vorstellungsgespräch .	Moglichkeit	40	51	Möglichkeit	Möglichkeit	y
Winkelmann Katharina Müllergasse 12 Stadt X 12345 Computer-Spezialist Odenwaldstraße 5 Bohn 53119 Stadt X 22.02.10 Bewerbungs um eine Praktikumsplatz als Kauffrau .	Bohn	87	91	Bonn	Bonn	y
Sehr geehrte Damen und Herren , mit große interesse habe ich in der " Berliner Morgenpost gelesen , dass Sie eine Helferin suchen .	interesse	42	51	Interesse	Interesse	y
Eva Müller 22.03.10 Stadt X Bahnhofsstraße 12 12345 Stadt X T. 0345-11111111 Computer-Spezialist Odenwaldstraße 5 , 53119 Bonn Bewerbung um eine Praktikumstelle Sehr geehrte Damen und Herren , zurzeit neme ich an dem Kurs „ Qualifizierung von Computer und Informatik teil .	neme	201	205	nehme	nehme	y
Mit große Interesse habe ich in der " Berliner Morgenpost " gelesen das Sie eine Praktikantin suchen .	das	68	71	das	dass	n
Ich bin 38 Jahre alt und habe langjehrige Berufserfahrung in Russland .	langjehrige	30	41	langjährige	langjährige	y
Anfand 2002 bin ich mit meine Tochter nach Deutschland umgesiedilt .	Anfand	0	6	Anfang	Anfang	y
Anfand 2002 bin ich mit meine Tochter nach Deutschland umgesiedilt .	umgesiedilt	55	66	umgesiedelt	umgesiedelt	y
Durch meine Tätichkeiten als Informatikerin in Russland konnte ich meine Erfarungen erweitern .	Tätichkeiten	12	24	Tätigkeiten	Tätigkeiten	y
Durch meine Tätichkeiten als Informatikerin in Russland konnte ich meine Erfarungen erweitern .	Erfarungen	73	83	Erfahrungen	Erfahrungen	y
Ich habe festgestelt , das ich mein Traum Beruf ist .	festgestelt	9	20	festgestellt	festgestellt	y
Ich habe festgestelt , das ich mein Traum Beruf ist .	das	23	26	dass	dass	y
Ich habe festgestelt , das ich mein Traum Beruf ist .	Traum	36	41	Traum	Traumberuf	n
Ich habe festgestelt , das ich mein Traum Beruf ist .	Beruf	42	47	Beruf	Traumberuf	n
Ich bin sehr grunglich : zuferlesig und puntlich .	grunglich	13	22	gründlich	gründlich	y
Ich bin sehr grunglich : zuferlesig und puntlich .	zuferlesig	25	35	Zuverlässig	zuverlässig	n
Ich bin sehr grunglich : zuferlesig und puntlich .	puntlich	40	48	pünktlich	pünktlich	y
Ich würde mich sehr freuen , - unreadable - Sie mich zu einem Vorstellungsgesprech , würde - unreadable - sehr Freuen Mit freundlichen Grüßen Eva Müller	Vorstellungsgesprech	62	82	Versöhnungsgespräch	Vorstellungsgespräch	n
Ich würde mich sehr freuen , - unreadable - Sie mich zu einem Vorstellungsgesprech , würde - unreadable - sehr Freuen Mit freundlichen Grüßen Eva Müller	Freuen	111	117	freuen	freuen	y
Es hat meinen Wunsch und meine Motivation noch bestärkt eine Praktikum zur IT Systemkaufmann zu beginnen .	IT	75	77	IT	IT-Systemkaufmann	n
Es hat meinen Wunsch und meine Motivation noch bestärkt eine Praktikum zur IT Systemkaufmann zu beginnen .	Systemkaufmann	78	92	Systematiken	IT-Systemkaufmann	n
An diesem Beruf reizen mich das vielfälltige Anforderungsprofil und der dirrekte Kontakt mit den teilweise verschiedenen Kunden .	vielfälltige	32	44	vielfältige	vielfältige	y
An diesem Beruf reizen mich das vielfälltige Anforderungsprofil und der dirrekte Kontakt mit den teilweise verschiedenen Kunden .	dirrekte	72	80	direkten	direkte	n
Meine Stärken sind Organisationstalent , Einsatzbereitschaft und Zuverlässigkeit sowie Korrekte Umgangsformen und ein freundliches Auftreten .	Korrekte	87	95	korrekte	korrekte	y
Ich setze mir selbständig Ziele und habe klare Vorstellungen über meine berüflich Zukunft .	berüflich	72	81	berufliche	berufliche	y
Ich könnte Ihnen gerne ab sofort zuverfügung stehen .	zuverfügung	33	44	Verfügung	zur Verfügung	n
Mit Freundlichen Grüssen Friedrich Schmidt	Freundlichen	4	16	freundlichen	freundlichen	y
Eva Meier Zentralplatz 1 12345 Stadt X Computer-Spezialist Odenwaldstraße 5 53119 Bonn Betreff : Bewerbung als Praktikantin Stadt X 22 , Marz 2010 Sehr geehrte Damen und Herren , Mit großem Interesse habe ich Ihre Anzeige in der Zeitung gelessen .	Mit	179	182	Mit	mit	n
Eva Meier Zentralplatz 1 12345 Stadt X Computer-Spezialist Odenwaldstraße 5 53119 Bonn Betreff : Bewerbung als Praktikantin Stadt X 22 , Marz 2010 Sehr geehrte Damen und Herren , Mit großem Interesse habe ich Ihre Anzeige in der Zeitung gelessen .	gelessen	237	245	gelesen	gelesen	y
Deshalb möchte ich mich um diese Stelle Bewerben .	Bewerben	40	48	bewerben	bewerben	y
Nach einem Erfolgreichen Abschluß meines Studiums in Betriebswissenschaften hätte ich gern meine Kenntnisse erweitern .	Erfolgreichen	11	24	erfolgreichen	erfolgreichen	y
Nach einem Erfolgreichen Abschluß meines Studiums in Betriebswissenschaften hätte ich gern meine Kenntnisse erweitern .	Abschluß	25	33	Abschluss	Abschluss	y
Ich habe seh viel interesse für elektronischer Datenverarbeitung .	seh	9	12	sehr	sehr	y
Ich habe seh viel interesse für elektronischer Datenverarbeitung .	interesse	18	27	Interesse	Interesse	y
Ich bin Single deshalb verfüge ich über Flexibilität und Mobilität Ich erwarte meine fähigkeiten und kenntnisse in Ihre .	fähigkeiten	85	96	Fähigkeiten	Fähigkeiten	y
Ich bin Single deshalb verfüge ich über Flexibilität und Mobilität Ich erwarte meine fähigkeiten und kenntnisse in Ihre .	kenntnisse	101	111	Erkenntnisse	Kenntnisse	n
Über einem persönlichen gespräch würde ich mich sehr freuen , damit Sie sich einem besseren eindruck von mir machen konnen .	gespräch	24	32	Gespräch	Gespräch	y
Über einem persönlichen gespräch würde ich mich sehr freuen , damit Sie sich einem besseren eindruck von mir machen konnen .	eindruck	92	100	Eindruck	Eindruck	y
Marz 2010 anfangen .	Marz	0	4	März	März	y
Eva Winkelmann Müllergasse 12 12345 Stadt X. Computer-Spezialist Odenwaldstraße 5 , 53119 Bonn Stadt X 22.03.2010 Praktikum als Kauffrau Beruf und Informatik , mit großen interesse habe ich diese anzeige beim Stadt X Zeitung gelesen .	interesse	171	180	Interesse	Interesse	y
Eva Winkelmann Müllergasse 12 12345 Stadt X. Computer-Spezialist Odenwaldstraße 5 , 53119 Bonn Stadt X 22.03.2010 Praktikum als Kauffrau Beruf und Informatik , mit großen interesse habe ich diese anzeige beim Stadt X Zeitung gelesen .	anzeige	196	203	Anzeige	Anzeige	y
Meine Interesse auf diese brief war Information und Kommunikation .	brief	26	31	Brief	Brief	y
Ich habe erfahrung über diese Beruf für 3 jahre , ich habe auch bei Siemens und Computer Investment gearbeitet .	erfahrung	9	18	erfahren	Erfahrung	n
Ich habe erfahrung über diese Beruf für 3 jahre , ich habe auch bei Siemens und Computer Investment gearbeitet .	jahre	42	47	Jahre	Jahre	y
Ich bin flexible , intelligent , punktlich und gerne mag ich teamarbeit .	punktlich	33	42	pünktlich	pünktlich	y
Ich bin flexible , intelligent , punktlich und gerne mag ich teamarbeit .	teamarbeit	61	71	Teamarbeit	Teamarbeit	y
Ich freue mich sehr zum eine antwort für ein Stelleangebot bei Ihnen .	antwort	29	36	Antwort	Antwort	y
Tobias Michael Meier Müller Müllergasse 12 1234 Stadt X Computer-Spezialist Odenwaldstraße 5 53119 Bonn Stadt X den 30.12.2010 Sehr geehrte Damen und Herren Mit großem Interesse habe ich Ihre Anzeige gelesen und bewerbe mich um eine praktikantenstelle bei Ihnen .	praktikantenstelle	233	251	praktikabelste	Praktikantenstelle	n
In einer großem deutschen Firma ein Praktikum zu absolvieren war und ist immer mein Großer Wunsch .	Großer	84	90	großer	großer	y
Nach meine Deutschkurz würde ich gerne die Zeit nutzen um meiner deutsche Kentnisse zu verbesern und Praktische erfarungen zammel zu können .	Deutschkurz	11	22	deutscher	Deutschkurs	n
Nach meine Deutschkurz würde ich gerne die Zeit nutzen um meiner deutsche Kentnisse zu verbesern und Praktische erfarungen zammel zu können .	Kentnisse	74	83	Kenntnisse	Kenntnisse	y
Nach meine Deutschkurz würde ich gerne die Zeit nutzen um meiner deutsche Kentnisse zu verbesern und Praktische erfarungen zammel zu können .	verbesern	87	96	verbessern	verbessern	y
Nach meine Deutschkurz würde ich gerne die Zeit nutzen um meiner deutsche Kentnisse zu verbesern und Praktische erfarungen zammel zu können .	Praktische	101	111	praktische	praktische	y
Nach meine Deutschkurz würde ich gerne die Zeit nutzen um meiner deutsche Kentnisse zu verbesern und Praktische erfarungen zammel zu können .	erfarungen	112	122	Erfahrungen	Erfahrungen	y
Nach meine Deutschkurz würde ich gerne die Zeit nutzen um meiner deutsche Kentnisse zu verbesern und Praktische erfarungen zammel zu können .	zammel	123	129	Hammel	sammeln	n
in meinen Heimat habe ich ein Ausbildung als Programierer absolviert .	in	0	2	In	In	y
in meinen Heimat habe ich ein Ausbildung als Programierer absolviert .	Programierer	45	57	Programmierer	Programmierer	y
und in einen - unreadable - Comupter Centrum gearbeitet .	Comupter	28	36	Computer	Computerzentrum	n
und in einen - unreadable - Comupter Centrum gearbeitet .	Centrum	37	44	Zentrum	Computerzentrum	n
Englisch und Spanisch behersche ich in Schrift und Wort .	behersche	22	31	beherrsche	beherrsche	y
Im team zu Arbeiten macht mir große Freude aber ich kann auch allein mit die Kunden umgehen .	team	3	7	Team	Team	y
Im team zu Arbeiten macht mir große Freude aber ich kann auch allein mit die Kunden umgehen .	Arbeiten	11	19	arbeiten	arbeiten	y
Ich bin sehr mobil und Flexibel .	Flexibel	23	31	flexibel	flexibel	y
In Ihren Firma konnte ich angfan Juni eintreten .	angfan	26	32	angeln	Anfang	n
auf eine Einladung zu geschprechen werde ich mich sehr freuen .	auf	0	3	Auf	Auf	y
auf eine Einladung zu geschprechen werde ich mich sehr freuen .	geschprechen	22	34	besprechen	Gespräch	n
Sehr geehrte Damen und Herren , mit großem interesse habe ich Ihre Anzeige gelesen und bewerbe mich um eine Praktikantinstelle bei Ihnen .	interesse	43	52	Interesse	Interesse	y
